episode_id,episode_name,release_date,episode_description,views,estimatedMinutesWatched,averageViewDuration,averageViewPercentage,subscribersGained,subscribersLost,likes,dislikes,comments,shares,thumbnail_url,thumbnail_url_maxres
9BDmC5u_MLE,The Man Who Followed Elon Musk Everywhere: 7 Elon Secrets! Walter Isaacson,2023-11-30,"If you enjoy hearing about industry changing innovation, I recommend you check out my conversation with Airbnb founder, Brian Chesky, which you can find here: https://www.youtube.com/watch?v=ia6Di_ytiSE

0:00 Intro
3:22 Working Closely with the Greatest Minds of the 21st Century
7:50 Surprising Findings About Elon Musk's Childhood
10:19 Elon Musk Demons & The Traumatic Experience With His Dad
14:43 Raising a Resilient Child
18:17 Elon Associates Pain with Love
20:14 Do You Need Struggle to Be Successful?
21:00 Elon Wasn’t a Good Student
22:48 Could Anyone Become Elon Musk?
25:44 First Principle Thinking
29:43 Confronting Elon: What Happens?
34:46 Elon’s Change of Ideology & His Child Transitioning
38:00 Buying Twitter
43:16 Impact of Being a Disruptive Leader
50:18 Did Steve Jobs & Elon Musk Want to Be Liked?
54:41 Elon’s Mission to Conquer Mars
57:03 Elon’s Fear of Dying Before Accomplishing His Mission
1:00:39 Concerns About Elon’s Mental Health
1:03:21 Key to Hiring Great People
1:06:18 Commonalities Between Steve Jobs & Elon Musk
1:07:55 Importance of Experimentation and Taking Risks
1:10:59 Are They Delusional?
1:13:58 Is Elon Happy?
1:16:24 Do Bezos & Musk Like Each Other?
1:17:37 How Did These Great Minds Change You?
1:23:43 “Elon Is Afraid of Being Alone”
1:26:36 Last Guest Question

You can purchase Walter’s new biography, ‘Elon Musk’, here: https://amzn.to/3N6ISa2

Follow Walter: Instagram: https://www.instagram.com/walter_isaacson/

Join the waitlist for The Conversation Cards:
http://theconversationcards.com/

Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://x.com/StevenBartlett?s=20
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/


Sponsors: 
Eight Sleep: https://www.eightsleep.com/uk/steven/
CODE: STEVEN (save $150 on the Pod Cover)
Uber One: https://www.uber.com/gb/en/u/uber-one/
Huel: https://g2ul0.app.link/G4RjcdKNKsb


Licenses:
https://elements.envato.com/trailer-neoclassic-NKW8B6P 
NKW8B6P
Z7V4XGAD8W",4723906,118277438,1502,27.02,50461,1394,86720,3107,5150,55909,https://img.youtube.com/vi/9BDmC5u_MLE/hqdefault.jpg,https://img.youtube.com/vi/9BDmC5u_MLE/maxresdefault.jpg
1cRmjpBBn7s,The Memory Expert: Do You Want A Perfect Memory? WATCH.,2023-06-26,"In this new episode Steven sits down with world-renowned brain coach and expert in memory improvement, Jim Kwik.


00:00 Intro
03:01 My mission is to help people’s brains
06:06 Your brain injury
09:41 Why did Nike & Google need you?
11:24 The link between death & cognitive performance
14:25 The importance of exercising our brain
17:52 The 4 different cognitive types
21:58 The 5 buckets trick
30:39 What is the question that dominates your life?
39:43 Retaining information
48:17 Remember things better
50:47 Upgrading your brain
01:03:08 How is the gut linked to our brain?
01:04:26 Should we read more?
01:07:05 Speed reading
01:14:00 Concentration & flow
01:20:45 Are you stuck?
01:26:42 Limitless motivation
01:33:11 Last guest’s question


You can purchase Jim’s book, ‘Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life’, here: https://amzn.to/3swkhEH

Follow Jim:
Instagram: https://bit.ly/3NLLVFz
TikTok: https://bit.ly/3NLxmSf
YouTube: https://bit.ly/3JsHGMw


My new book! 'The 33 Laws Of Business & Life' per order link: https://smarturl.it/DOACbook

Join this channel to get access to perks:
https://bit.ly/3Dpmgx5

Follow me: 
Instagram: http://bit.ly/3nIkGAZ
Twitter: https://bit.ly/3NI39Ug
Linkedin: https://bit.ly/41Fl95Q
Telegram: http://bit.ly/3nJYxST

Sponsors: 
Huel: https://g2ul0.app.link/G4RjcdKNKsb
AirBnB: http://bit.ly/40TcyNr",872492,21934420,1508,25.31,3071,235,19264,359,623,14729,https://img.youtube.com/vi/1cRmjpBBn7s/hqdefault.jpg,https://img.youtube.com/vi/1cRmjpBBn7s/maxresdefault.jpg
6ikIGGi859w,Paul Brunson Women Need To Lower Their Standards If They Have These 3 Traits Never Let Them Go,2025-01-30,"Paul Brunson is a world-renowned relationship expert, entrepreneur, and host of the number 1 dating and relationships advice show, ‘We Need To Talk’. He is the author of books such as, ‘Find Love: How to navigate modern love and discover the right partner for you’ and ‘Keep Love: 21 Truths for a Long-Lasting Relationship’. 

00:00 Intro
02:14 Who Is Paul C Brunson?
04:33 How Has Love Evolved Since You Started This?
07:36 Why Are People Struggling to Find Love?
11:34 The Danger of Comparison
16:14 Racism Within Dating
20:17 Are Arranged Marriages More Successful?
24:15 Your Friends Usually Know If You're With the Right Person
26:54 We Have to Lower Our Expectations of Our Partners
29:47 We Have Countless Options in Today’s Society
33:42 The Difference Between Men & Women When the Other Gets Sick
39:24 Satisfaction in Marriage Is the Most Important Thing
42:55 Should We Be Talking About Our Relationships?
45:54 We Will Be Attracted to Other People, and That’s OK
51:35 Women Are Better at Maintaining Their Connections Than Men
55:04 Should We Be Getting Married?
58:34 Marriages Should Be Harder to Get Into
01:09:08 What Predicts a Successful Marriage?
01:10:09 What Qualities Should I Look for in a Partner?
01:13:38 The Demand Doesn’t Reflect What’s in the Dating Market
01:28:09 Are People With Symmetrical Features More Attractive?
01:29:51 How Self-Esteem Plays a Huge Role in Partner Choices
01:34:17 Advice for People With Low Self-Esteem Who Base Relationships on Superficial Traits
01:36:46 Paul Brunson’s Experience With IVF
01:41:23 Infertility Issues & Relationship Problems
01:44:30 What Can a Man Do to Find and Keep a Partner?
01:46:02 Ads
01:47:01 Relationship Myths
01:52:11 Desire Management
01:56:19 Anxious Attachment Style Going for Avoidant Partners
02:06:32 The Importance of Conflict Resolution
02:10:17 You Should Say Sorry More Often
02:18:51 Should You Go to Bed Angry at Your Partner?
02:22:17 Is Cheating the End of the Relationship?
02:26:53 Ads
02:28:56 Discipline in Relationships
02:30:58 When Did You Discover Your Own Power?

The 1% Diary is back - and it won’t be around for long, so act fast! https://bit.ly/1-Diary-YT-ad-reads 

Follow Paul: 
Instagram - https://g2ul0.app.link/eurBFxKryQb 
Twitter - https://g2ul0.app.link/tubp7wMryQb 
We Need To Talk - https://g2ul0.app.link/lZTgjNOryQb 

You can pre-order Paul’s book ‘Keep Love: 21 Truths for a Long-Lasting Relationship (The Fundamentals of Love, 2), here: https://amzn.to/4aDyhy4 

Get access to exclusive Diary of a CEO content: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors 
WHOOP - http://JOIN.WHOOP.COM/CEO 
ZOE -  http://joinzoe.com with code STEVEN10 for 10% off
PerfectTed - https://www.perfectted.com with code STEVEN40 for 40% off",872326,22005249,1513,16.14,3698,546,18460,1171,2587,16328,https://img.youtube.com/vi/6ikIGGi859w/hqdefault.jpg,https://img.youtube.com/vi/6ikIGGi859w/maxresdefault.jpg
i2sHBL8BjWI,"Paul Brunson: ""The 70/30 Body Shape Is Scientifically The Most Sexy"" & THIS Predicts Divorce!",2024-02-01,"If you enjoyed this episode, I recommend you check out my first conversation with Paul Brunson, which you can find here: https://www.youtube.com/watch?v=H4EYLof2_HU

00:00 Intro
02:14 What Do You Do?
05:52 What History Tells Us About Our Current Relationship Needs
10:07 Why Arranged Marriages Last Longer
15:05 Why 80% of Marriages Are Unsatisfied
20:14 Your Friends Know If Your Partner Is the One
21:19 Find Personal Satisfaction; It Determines Your Relationship's Outcome
24:35 Stop Expecting That Love Will Fix Your Life
27:34 Love Is Not Like The Movies
31:38 Why Men Are Struggling
37:36 The Golden Mean: The Ratio of Attractiveness
41:55 Find the Value You Bring to the Dating Market
46:17 The Premium Effect
53:20 Improving Low Self-Esteem
59:27 Older Generations in the Dating World
01:05:31 How to Go About Our Negative Traits
01:09:25 Does the Sex Ratio Matter?
01:15:02 How to Teach Your Children to Be in Successful Relationships
01:18:52 Concerns Around Child Rate Decline
01:25:40 Gen Z Knows What We Need to Sustain a Healthy Relationship
01:30:29 What Are the Different Attachment Styles in a Relationship
01:33:50 Our Attachment Style and Sex Patterns
01:39:37 What to Look for in a Relationship
01:48:35 Why Narcissists Are Attractive
01:49:48 Watch Out: 14% of the Population Are Psychopaths, Sadists & Narcissists
01:55:05 Red Flags in a Partner
02:01:09 The Four Horsemen
02:03:36 The Importance of Conflict Resolution
02:07:01 The Last Guest Question


You can purchase Paul’s book, ‘Find Love’, here: https://amzn.to/49gGOFd


Follow Paul:
Twitter - https://bit.ly/49cXbmg
Instagram - https://bit.ly/3u5JTcx

Get tickets to The Business & Life Speaking Tour: https://stevenbartlett.com/tour/

Follow me:
https://beacons.ai/diaryofaceo

Sponsors: 
Huel: https://g2ul0.app.link/G4RjcdKNKsb",2369453,60225292,1525,19.39,21316,827,57577,1259,2633,50501,https://img.youtube.com/vi/i2sHBL8BjWI/hqdefault.jpg,https://img.youtube.com/vi/i2sHBL8BjWI/maxresdefault.jpg
4mmLOoloH3E,Francis Ngannou Breaks Down Sharing Heartbreaking Story: “I Don’t Know How To Deal With This!”,2024-08-08,"Francis Ngannou is a martial artist, professional boxer, and Lineal Combat Sports Heavyweight World Champion. He became UFC Heavyweight Champion in 2021 and holds an MMA record of 17 wins and 12 victories by knockout.

 00:00 Intro
02:13 My Childhood: Surviving on Less Than $1000 a Year
06:17 Overcoming Struggles in Rural Cameroon
12:52 My Dream of Becoming a Professional Boxer
14:39 Choosing a Different Path Than My Father
17:07 Growing Up with a Violent Father
17:51 Coping with My Father's Death at 15
19:37 Wishing for One More Day with My Dad
24:02 The Struggles Of Chasing My Boxing Dream
25:10 The INSANE Journey to Reach Europe
28:21 How We Survived the Sahara Desert!
32:27 The Hardest Part of My Journey
34:39 Waiting to Cross the Border
36:33 Two Ways Out: Swimming the Ocean or Climbing the Barbed Wire Fence
41:55 Six Attempts to Cross the Sea in a Dinghy
48:42 Months of Survival in the Forest
50:36 Evading Police Radars
58:06 Calling the Red Cross for Help
01:02:40 Two Months in a Detention Center
01:04:47 Surviving on 50 Euros
01:07:29 My Coach's Support: A Place to Stay and Guidance
01:09:55 My First Experience with MMA
01:10:52 Facing Rejection: No One Wanted to Fight Me in Paris
01:12:20 How I Made It to the UFC
01:14:00 My First Fight in America
01:15:44 Winning the UFC Heavyweight Title
01:20:50 The Conversation with Dana White
01:24:11 How the Contract Took My Freedom
01:27:24 The UFC Contract and Its Clauses
01:29:20 Tyson Fury vs. Francis Ngannou
01:32:21 My Future Goals in Fighting
01:34:33 Ads
01:35:31 The Truth Behind the Anthony Joshua vs. Francis Ngannou Fight
01:42:57 Coping with the Death of My Baby Son
01:47:09 Going Through Grief
01:52:17 Returning to Cameroon
01:58:45 The Last Guest Question

Follow Francis: 
Instagram - https://g2ul0.app.link/1NxVsZgZPLb 
Twitter - https://g2ul0.app.link/LLWRzrkZPLb 

Watch the episodes on Youtube - https://g2ul0.app.link/DOACEpisodes 

My new book! 'The 33 Laws Of Business & Life' is out now - https://g2ul0.app.link/DOACBook 

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Sponsor:
ZOE - http://joinzoe.com with an exclusive code CEO10 for 10% off",1001843,25543825,1529,20.03,5879,328,18294,373,2470,11147,https://img.youtube.com/vi/4mmLOoloH3E/hqdefault.jpg,https://img.youtube.com/vi/4mmLOoloH3E/maxresdefault.jpg
hTkKXDvSJvo,"The Narcissism Doctor: ""1 In 6 People Are Narcissists!"" How To Spot Them & Can They Change?",2024-02-29,"Dr Ramani Durvasula is a clinical psychologist, Professor of Psychology at California State University, and the Founder and CEO of LUNA Education, Training & Consulting. She is also the author of books such as ‘Should I Stay or Should I Go: Surviving a Relationship with a Narcissist’.

00:00 Intro
02:44 Why Dedicating Your Life To Studying Narcissism
03:46 The Cost Of Narcissism
06:43 How To Spot A Narcissist
12:33 How To Differentiate An Asshole From A Narcissist
15:25 Can You Cure Narcissism?
16:45 What Gender Tends To Be More Narcissistic
18:30 The Types Of Narcissism
25:13 How Many People Are Narcissists?
27:27 Is Social Media Fuelling More Narcissists
32:45 Where Does Narcissism Come From Genetics Environment
36:42 Narcissism Lives In A Spectrum
37:44 Are Narcissists More Successful
40:48 The Empathic CEOs Are Rare
43:40 Does Money Make You More Narcissistic?
47:39 How Do You Know If You Are A Narcissist
50:55 What People Get Attracted To Narcissist?
54:17 How To Know If My Partner Is A Narcissist
56:08 The Three Rs: How To Know If You're In A Negative Relationship 
01:00:04 Pathological Manipulation
01:01:32 What's Projection?
01:04:56 Can They Take Feedback
01:06:31 Gaslighting, What Is It?
01:11:25 How To Deal With Being Gaslit
01:13:46 Do Narcissists Engage In Domestic Behaviour
01:15:54 What Should I Do If My Boss Is A Narcissist
01:18:08 Can You Get Out From A Narcissistic Person
01:22:40 Can You Be Happy In A Relationship With A Narcissist
01:24:45 What Is The Weak Point Of A Narcissist
01:26:21 Why Don't They Like Authentic People
01:27:28 Famous Narcissists
01:32:31 You Can Come Back From Narcissistic Abuse
01:34:40 Hardest Day Of Your Life

You can order Dr Ramani’s most recent book, ‘It's Not You: How to Identify and Heal from NARCISSISTIC People’, here: https://amzn.to/49QrwaB

Follow Dr Ramani
Twitter - https://bit.ly/3wF91ra
Instagram - https://bit.ly/48A634K

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Follow me:
https://beacons.ai/diaryofaceo

Sponsors:
Linkedin Ads: https://www.linkedin.com/doac24
Eightsleep: https://www.eightsleep.com/uk/steven/
CODE: STEVEN (save $150 on the Pod Cover)

This episode of The Diary Of A CEO was filmed at Gold Tree Studios, located in the heart of the Sunset Strip, West Hollywood, California",1889260,48181741,1530,24.89,14781,572,49225,1057,4710,48841,https://img.youtube.com/vi/hTkKXDvSJvo/hqdefault.jpg,https://img.youtube.com/vi/hTkKXDvSJvo/maxresdefault.jpg
Hik6OY-nk4c,Jordan B Peterson You Need To Listen To Your Wife We've Built A Lonely Sexless Society,2025-01-13,"Dr Jordan Peterson is a world-renowned former Professor of Psychology at the University of Toronto, and co-founder of the online education platform Peterson Academy. He is the author of bestselling books such as, ‘12 Rules for Life: An Antidote to Chaos’ and ‘We Who Wrestle With God: Perceptions of the Divine’. 

00:00 Intro
02:30 The World Has Become Fractionated
05:23 Where Do We Find Ourselves Without Community?
08:41 How Do We Address Individualism in a Self-Centered Society?
15:21 Do Many People Have a Clear Ultimate Aim?
16:17 What Movie Character Would Jordan Be?
18:00 Does It Bother You When People Attack Your Reputation?
20:39 What Do You Do When You Face Tough Times?
23:47 Why You Must Speak Your Mind
29:00 Why Spend 90 Minutes a Week Listening to Your Partner?
32:26 How Do You Resolve Years of Disputes?
37:39 How to Become a Person Others Want to Be Around
46:27 The Rise of Sexlessness
49:03 Why Does No Sex Before Marriage Lead to Better Outcomes?
52:19 The Purpose of Marriage vs Relationships
01:01:21 Is Porn a Bad Thing?
01:06:10 Why Doesn't Porn Feel Good to People?
01:10:06 The Effects of Pornography on You
01:12:35 AI Girlfriends
01:16:33 How to Overcome Weaknesses
01:21:14 Staying True to Your Principles
01:27:08 What to Say to People Struggling With Discipline
01:31:27 What Is Self-Belief?
01:34:47 Young Men on the Search for Religion
01:38:58 Was the Bible Just One Person's Opinion?
01:40:07 How Do You Believe We Got Here?
01:43:42 Should We Create Our Own Set of Rules?
01:46:46 Where Do Our Values Come From?
01:54:50 The Difference Between Sex and Reproduction
01:56:20 Is the Bible an Attempt to Understand Evolutionary Motivations?
01:57:18 What God Do You Believe In?
02:02:50 Has Your Belief in Religion Ever Been Shaken?
02:06:09 Life Isn't Fair, Is It?
02:12:28 Staying True to Who You Are
02:18:24 What Losing Someone Teaches You About Life
02:24:02 How Do You Feel Misunderstood?

Follow Jordan:
Instagram - https://bit.ly/3WeVNeS 
Twitter - https://bit.ly/429DFXn 
Website - https://bit.ly/4fNbWiF 

You can purchase Jordan’s book, ‘We Who Wrestle With God’, here: https://amzn.to/40dWer7 

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors:
PerfectTed - https://www.perfectted.com with code DIARY40 for 40% off",1628942,41647101,1534,17.3,12290,710,45873,1948,4215,29486,https://img.youtube.com/vi/Hik6OY-nk4c/hqdefault.jpg,https://img.youtube.com/vi/Hik6OY-nk4c/maxresdefault.jpg
_cFu-b5lTMU,"The Professor Banned From Speaking Out: ""We Need To Start Preparing Before It's Too Late!” - Dr Bret",2024-08-15,"Dr Bret Weinstein is an evolutionary biologist and former professor at Evergreen State College. He is the co-host of the podcast, ‘DarkHorse’, and the author of the book, ‘A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life’. 

00:00 Intro
02:27 Why Humanity Will Be Extinguished
04:39 Bret's Top Existential Concern for Our Planet  
08:04 Solar Flares and Their Potential Impact
11:36 Understanding EMP Effects & The Catastrophic Effects
13:48 The Earth's Magnetic Poles Are Switching!
17:01 The Inversion of Earth's Poles: Is Humanity Prepared?  
18:57 What Does Anthropogenic Mean?  
21:16 The Two Major Disaster Scenarios 
28:11 How to Prepare for Global Catastrophes  
35:57 Should You Become a ‘Prepper’? 
42:31 Is Society on the Brink of Collapse?  
51:33 Are Institutions Woke or Not?  
52:36 The Evergreen College Incident: What Really Happened  
01:04:47 The Decline of Mainstream Media
01:12:46 We SHOULD Be Worried About AI
01:16:50 Are Governments Ignoring AI's True Impact on the Planet?  
01:20:31 The Critical Role of Language in Human Survival and Evolution 
01:28:22 How AI Will Transform Human Communication Forever  
01:30:19 Why Regulating AI Might Be the Worst Idea Ever  
01:32:14 Brain Chips: Are We Turning Into Cyborgs?  
01:36:23 AI Is Coming for Your Job: What You Need to Know  
01:39:11 The Safest Careers in an AI-Dominated Future  
01:45:02 Universal Basic Income: Hidden Consequences You Should Know  
01:52:48 The Failures of COVID-19
01:56:50 What Is Gain-of-Function Research 
01:58:59 What Really Happened in Wuhan: The Untold Story 
02:00:54 Anthony Fauci's Involvement in COVID Origins  
02:05:58 How We Should Have Handled COVID-19 Differently  
02:12:53 Why Lockdowns Might Not Work in the Next Pandemic  
02:16:23 Life-Changing Advice for a Happier, Healthier You  
02:23:35 The Hidden Dangers of Pornography
02:32:38 What Parents Are Getting Wrong
02:38:52 The Guest's Final Question


Follow Bret:  
Twitter - https://g2ul0.app.link/JZohvE3l3Lb 
YouTube - https://g2ul0.app.link/MEipWL5l3Lb 

You can buy Dr Bret’s book, ‘A Hunter-Gatherer’s Guide to the 21st Century’, here: https://amzn.to/3Al5TTj 

Learn more about the books mentioned, here: https://g2ul0.app.link/GhxoDcro3Lb 

My new book! 'The 33 Laws Of Business & Life' is out now - https://g2ul0.app.link/DOACBook 

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Sponsors: 
NordVPN - https://nordvpn.com/doac - discount + 4 extra months for free on your 2-year plan
PerfectTed: https://bit.ly/PerfectTed-DIARY40 with an exclusive code DIARY40 for 40% off",2319549,59310974,1534,14.99,12148,1120,67106,2618,7177,48080,https://img.youtube.com/vi/_cFu-b5lTMU/hqdefault.jpg,https://img.youtube.com/vi/_cFu-b5lTMU/maxresdefault.jpg
yrwSOMFZvHY,The Manipulation Expert: You're Being Manipulated! Use Jealousy To Manipulate People! Robert Greene,2024-03-18,"Robert Greene is a New York Times bestselling author, whose books include, ‘The 48 Laws of Power’, ’The Art of Seduction’, and ’The 33 Strategies of War’.

00:00 Intro
02:35 Why did you write a book about human nature?
04:34 How do we reverse a lack of self-awareness?
07:01 How to get rid of qualities we don’t like about ourselves
11:55 Where does our dark side come from?
15:29 How to pursue that thing you’ve always wanted to do
27:54 The unseen importance of creating a sense of urgency
29:47 How to know if you’re following a false purpose
36:17 Should a young person just be saying yes to everything?
40:14 How to manage other people that get in the way of what we want to do
43:06 Do we have to lie to be successful?
51:51 How to read someone's body language
54:32 A smile says loads about how someone feels about you
56:51 People's personalities are contagious
57:18 Frenemies, what they mean and how to spot one
01:06:42 What's the most controversial point from your book?
01:09:25 Does equality exist when we all strive for power?
01:12:29 Becoming the best, what it really means
01:18:11 Is death a motivator for you?
01:24:49 The importance of relationships
01:27:01 How to deal with dark thoughts
01:29:09 Advice for people going through self-doubt & hard moments
01:33:17 Why did you write this book, The Sublime?
01:37:43 What would be your parting message to the world?
01:43:34 How can we rise above our emotional reactions?
01:45:15 How has your research influenced how you view politics?
01:52:38 The last guest's question

You can purchase the special 25th anniversary edition Robert’s book, ‘The 48 Laws of Power’, here: https://amzn.to/3IEskUh

Follow our Shorts channel for more content:
https://www.youtube.com/@TheDiaryofaCEOShorts

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Follow me:
https://beacons.ai/diaryofaceo

Sponsors: 
WHOOP: https://join.whoop.com/en-uk/CEO

Shop the Conversation Cards: https://thediary.com/products/the-cards

This episode of The Diary Of A CEO was filmed at Gold Tree Studios, located in the heart of the Sunset Strip, West Hollywood, California",7897857,205581727,1561,21.57,68837,1438,153997,4830,7728,90624,https://img.youtube.com/vi/yrwSOMFZvHY/hqdefault.jpg,https://img.youtube.com/vi/yrwSOMFZvHY/maxresdefault.jpg
VHUrdELKjDw,Body Language Expert Stop Using This It's Making People Dislike You So Are These Subtle Mistakes,2024-12-09,"Vanessa Van Edwards is the founder of ‘Science of People’, which gives people science-backed skills to improve communication and leadership. She is also the bestselling author of ‘Captivate: The Science of Succeeding with People’ and ‘Cues: Master the Secret Language of Charismatic Communication'.

00:00 Intro  
02:13 The Crucial Role of Cues for Success  
03:45 I'm a Recovered Awkward Person  
05:36 What's an Ambivert  
07:28 One Word Can Change the Way People Think  
09:39 The Most Fundamental Skill to Invest In  
12:41 The Resting B*tch Face Effect  
16:01 Do Not Fake Smile!  
18:29 The 97 Cues to Be Warm & Competent  
21:44 The Formula to a Perfect Conversation  
24:37 Science Reveals Why Some People Are Extremely Popular  
28:34 Message People Telling Them This...  
33:22 The Luck Experiment  
35:05 Being Around Successful People Is Contagious  
41:55 The Importance of Hand Gestures  
43:38 Hand Tricks to Be Liked  
54:15 The Scientific Formula to Be More Charismatic  
56:47 The Danger Zone of Being Too Warm or Competent  
58:45 The Power Cues  
1:07:55 How to Spot a Liar  
1:15:23 If You've Been Told You're Intimidating, Do This  
1:18:37 Don't Let Anyone Use This With You  
1:21:45 The 6 Questions to Connect With Someone  
1:34:20 Leaning Too Much Towards Someone...  
1:39:03 How to Greet Someone  
1:49:42 How to Master Messaging  
1:54:40 Personal Branding  
1:59:01 Improve Your Dating Life With These Tips  
2:04:27 Body Language and Brain Connection  
2:06:33 Are You Awkward? Watch This  
2:10:14 How to Get Someone to Approach You  
2:15:08 How to Make Friends as an Adult  
2:18:57 AirPods Are Killing Friendships  
2:22:16 Ads  
2:24:08 How to Spot a Liar  
2:30:05 Toxic Relationships  
2:32:34 How to Start a Conversation With a Stranger  
2:37:00 How to Get Started With All This Knowledge  

Follow Vanessa:
Instagram - https://g2ul0.app.link/cm3A7r1O6Ob 
Twitter - https://g2ul0.app.link/IVgMiQ3O6Ob 
Science of People - https://g2ul0.app.link/5LJ8mO5O6Ob 

You can access the images mentioned, here: https://linktr.ee/diaryofaceostudies 

You can purchase Vanessa’s book, ‘Cues: Master the Secret Language of Charismatic Communication’, here: https://amzn.to/3ZFzkcT 

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Get access to exclusive Diary of a CEO content: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Sponsors:
Shopify - https://shopify.com/bartlett 
Linkedin Jobs - https://www.linkedin.com/doac 
ZOE -  http://joinzoe.com with code STEVEN10 for 10% off",8828828,231558505,1573,16.03,162914,1865,269048,5371,11237,263689,https://img.youtube.com/vi/VHUrdELKjDw/hqdefault.jpg,https://img.youtube.com/vi/VHUrdELKjDw/maxresdefault.jpg
kTuUtxjMCRA,Ben Fogle: Overcoming My Lifelong Battle With Self-doubt | E81,2021-05-24,"This weeks episode entitled  'Ben Fogle - Overcoming My Lifelong Battle With Self-doubt' topics:

0:00 Intro
3:18 Where does your thirst for challenge come from? 
8:23 Overthinking & building confidence 
13:01 Conforming 
21:33 I don't know if I'll ever find who I really am 
28:30 Monetary value 
36:15 Social media and Trolling 
40:32 Wokness 
51:45 Failure, self doubt and self belief
01:07:53 Your wife, preventative marriage concealing 
01:16:32 Anxiety and looking for happiness 
01:28:50 What is your goal? 
01:34:49 Are you scared of dying? 
01:36:03 Have you got any regrets? 
01:37:08 Advice for unconfident people 

Ben:
https://www.instagram.com/benfogle/ 
https://twitter.com/benfogle  

Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX


My book pre-order: 
(UK, US, AUS, NZ Link) - http://hyperurl.co/xenkw2
(EU & Rest of the World Link) https://www.bookdepository.com/Happy-Sexy-Millionaire-Steven-Bartlett/9781529301496?ref=grid-view&qid=1610300058833&sr=1-2

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://twitter.com/SteveBartlettSC
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/

Sponsors:
https://uk.huel.com/ 
https://Fiverr.com/ceo",129832,3405683,1573,25.84,564,21,2765,60,269,1906,https://img.youtube.com/vi/kTuUtxjMCRA/hqdefault.jpg,https://img.youtube.com/vi/kTuUtxjMCRA/maxresdefault.jpg
